study_id,extracted_data,checked_data,first_author,title,duplicate_intervention,study_year,doi,source,include,exclusion _reason,mmat_s1_clear_research_questions,mmat_s2_appropriate_methods,mmat_pass_screening,mmat_study_type,mmat_q1,mmat_q2,mmat_q3,mmat_q4,mmat_q5,mmat_all_yes,mmat_comments,country,region,region2,setting,ost_medication_type,years_implemented,first_year,first_year_group,elements,type,intervention_description,population / participants,subgroup,sample,age,comparison_group,outcome_measures,study_design,Brief description of study findings,conclude_effective
179,DL,KS,Muller,Impact of an opioid use disorder consult service on hospitalized trauma patients with opioid use disorder.,,2023,10.1097/TA.0000000000003965,database 2,yes,include,yes,yes,yes,quantitative non-randomised,yes,yes,yes,no,yes,no,Likely confounding by indication - the analysis compares patients who had a consult vs. those who did not,United States,Chicago (assumption based on author affiliations and funding),Midwest states,medical wards,Buprenorphine,2020-2021,2020,2020-2024,"Measures to improve continuity after initiation of OAT in hospital (e.g. bridge prescriptions, partnerships with community OAT providers);Multidisciplinary patient review, in which professionals from different backgrounds make decisions or provide recommendations in relation to OAT;Providing advice about OAT to primary medical teams",addiction_consult,"An Addiction Consult Service was implemented at a general acute hospital. This evaluation estimates the effect on trauma patients. The service can provide advice to the primary medical team, initiation of MOUD, and bridging scripts of buprenorphine-naloxone.",,Trauma patients,113,,Traua patients who were not seen by the Addiction Consult Service,"Initiation of OAT during admission, discharge with naloxone, plan for OAT continuation at discharge, attendance at follow-up appointments with the trauma team, acute care utilisation, length of hospital stay",cohort study (with control group),"Patients in the consult group were more likely to have started OAT during their admission (odds ratio [OR], 2.09; p < 0.001), be discharged with naloxone (OR, 1.89; p < 0.001), have a plan in place for continued OUD treatment at discharge (OR, 1.43; p < 0.001), and attend scheduled follow-up appointments with the trauma team (OR, 1.76; p = 0.02). Differences in acute care utilization and LOS between the two groups were not statistically significant.",yes
180,DL,KS,McCormack,"Implementing Programs to Initiate Buprenorphine for Opioid Use Disorder Treatment in High-Need, Low-Resource Emergency Departments: A Nonrandomized Controlled Trial.",,2023,10.1016/j.annemergmed.2023.02.013,database 2,no,no relevant intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,DL,KS,D'Onofrio,Implementation Facilitation to Promote Emergency Department-Initiated Buprenorphine for Opioid Use Disorder.,,2023,10.1001/jamanetworkopen.2023.5439,database 2,no,no relevant intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,DL,KS,Solomon,Association Between Hospital Adoption of an Emergency Department Treatment Pathway for Opioid Use Disorder and Patient Initiation of Buprenorphine After Discharge.,,2023,10.1001/jamahealthforum.2023.0245,database 2,no,no relevant intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,DL,KS,Santos,The impact of an emergency department peer navigator (EDPN) program in improving clinical outcomes and healthcare utilization in an urban setting.,,2023,10.1016/j.ajem.2023.02.031,database 2,no,no relevant intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,DL,KS,Chambers,Evaluation of a Statewide Policy to Improve Post-Overdose Care in Emergency Departments and Subsequent Treatment Engagement.,,2023,No DOI,database 2,yes,include,yes,yes,yes,quantitative non-randomised,yes,yes,yes,no,yes,no,The outcome rates before and after the policy are compared without adjustment for potential confounders,United States,Rhode Island,Northeast states,ED,Buprenorphine,2017-2021,2017,2015-2019,OAT guidance or protocol,ed_ost,"Rhode Island department of Health released a statewide policy for EDs called ""Levels of Care for Rhode Island Emergency Departments and Hospitals for Treating Overdose and Opioid Use Disorder"". The policy was designed to improve post-overdose care, including (1) take home naloxone, (2) behavioural counselling, (3) referral to treatment, (4) offering buprenorphine. ",,Opioid overdose,2891,Mean 38.7 (interpolated),Patients attending EDs for opioid overdose pre-policy (2015-2017),"(1) provision of behavioral counseling during ED visit, (2) buprenorphine during ED visit or prescription at discharge, (3) take-home naloxone at discharge, (4) referral to OUD treatment.",before vs. after,"The proportion of patients administered buprenorphine during ED visit or given a prescription at discharge increased from <1% to 3% (p < 0.01). The discussion comments on the low rate after the policy introduction: ""this low provision is likely due to a combination of factors, including regulatory barriers to prescribing buprenorphine during the study period (i.e., X-waiver). Other contributing factors to low uptake not assessed in this study may include adequacy and quality of staff training, provider perceptions and comfort prescribing buprenorphine, stigma, and patients' perceptions and readiness to initiate treatment.""",yes
185,DL,KS,Childers,Emergency Department-Initiated Buprenorphine Treatment in a Population with a High Rate of Homelessness: An Observational Study.,,2022,10.1016/j.jemermed.2022.12.004,database 2,no,no relevant intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,DL,KS,Trope,A Novel Inpatient Buprenorphine Induction Program for Adolescents With Opioid Use Disorder.,,2023,10.1542/hpeds.2022-006864,database 2,no,wrong population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,DL,KS,Mechling,Emergency Department-Initiated Interventions for Illicit Drug Overdose: An Integrative Review of Best Practices.,,2023,10.3928/02793695-20221123-01,database 2,no,no relevant intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,DL,KS,Kerins,Overcoming challenges in acute care hospitalizations for patients with opioid use disorder.,,2023,10.1016/j.japh.2022.08.004,database 2,no,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,DL,KS,Tassey,OUD MEETS: A novel program to increase initiation of medications for opioid use disorder and improve outcomes for hospitalized patients being discharged to skilled nursing facilities.,,2022,10.1016/j.jsat.2022.108895,database 2,no,wrong population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,DL,KS,Clemency,Implementing a Novel Statewide Network to Support Emergency Department-initiated Buprenorphine Treatment.,,2022,10.5811/westjem.2022.3.54680,database 2,no,no relevant outcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,DL,KS,Jack,Peer providers and linkage with buprenorphine care after hospitalization: A retrospective cohort study.,,2022,10.1080/08897077.2022.2095078,database 2,no,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,DL,KS,Melnick,User centered clinical decision support to implement initiation of buprenorphine for opioid use disorder in the emergency department: EMBED pragmatic cluster randomized controlled trial.,,2022,10.1136/bmj-2021-069271,database 2,no,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,DL,KS,Whiteside,Models for Implementing Emergency Department-Initiated Buprenorphine With Referral for Ongoing Medication Treatment at Emergency Department Discharge in Diverse Academic Centers.,,2022,10.1016/j.annemergmed.2022.05.010,database 2,no,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,DL,KS,Clifton,Implementation of a comprehensive hospitalist-led initiative to improve care for patients with opioid use disorder.,,2022,10.1002/jhm.12837,database 2,no,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,DL,KS,D'Onofrio,Emergency Department-Initiated Buprenorphine for Opioid Dependence with Continuation in Primary Care: Outcomes During and After Intervention.,,2017,10.1007/s11606-017-3993-2,database 2,no,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,DL,KS,Hawk,Implementation Facilitation Improves Clinician Readiness to Provide Emergency Department-Initiated Buprenorphine in Four Urban Academic Centers.,,2024,10.1016/j.drugalcdep.2023.110699,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,DL,KS,Gallivan,Challenges Linking Clients to Medication for Opioid Use Disorder (MOUD) From Emergency Department (ED) Settings.,,2024,10.1016/j.drugalcdep.2023.110424,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,DL,KS,Gainey,"Implementation of a """"Tele-Peer"""" Model to Expand Access to Medications for Opioid Use Disorder (MOUD) in a Rural Emergency Department (R-ED) in South Carolina.",,2024,10.1016/j.drugalcdep.2023.110173,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,DL,KS,Kehne,Impact of an Addiction Consultation Team on the Initiation of Medication for Opioid Use Disorder and Readmissions for Patients With Substance Use Disorders.,,2024,10.1016/j.drugalcdep.2023.110408,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,DL,KS,Johnkutty,Buprenorphine Initiation for Opioid Use Disorder in the Emergency Department: Impact on Patient Outcomes in at a Community Hospital.,,2024,No DOI,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,DL,KS,Boulton,START: A Program to Spread Buprenorphine Initiation During Hospitalization in Texas.,,2023,No DOI,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,DL,KS,Krumheuer,Impact of a Medication for Opioid Use Disorder Curriculum for Emergency Residents.,,2023,10.1097/ADM.0000000000001221,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,DL,KS,Zubritsky,Emergency engagement for opioid use disorder: subjective measures of health and wellness following a warm hand-off in emergency departments.,,2023,10.1080/14659891.2023.2275013,database 2,yes,include,yes,yes,yes,quantitative non-randomised,yes,yes,yes,no,yes,no,The study compares self-report wellbeing before and after the intervention and has no control group,United States,Pennsylvania,Northeast states,ED,Buprenorphine,No information,No information,No information,"OAT guidance or protocol;Measures to improve continuity after initiation of OAT in hospital (e.g. bridge prescriptions, partnerships with community OAT providers);Peer support for patients who need OAT",ed_ost,"The Penn Medicine Emergency Engagement for Opioid Use Disorder (ENGAGE) initiative was launched in 4 EDs. All ED patients were screened for opioid use. Patients were asked about lifetime opioid use and an algorithm on electronic patient records flagged opioid-related diagnoses and events. Relevant patients were referred to 'certified recovery specialists' (peers). The peer support patients throughout ED and inpatient journey, and assist with linkage to community services. Patients were offered buprenorphine in ED (prior to ENGAGE, bupreonphine was only offered on discharge).",Patients who had a peer engagement,,53 (providing baseline and follow-up),Mean 41.7 (interpolated),None,"Any drug use, overall quality of life",before vs. after,"At follow-up, patients reported reduced drug use, increased quality of life, increased depression, and reduced inpatient use. Note, changes in other outcomes were not statistically significant. ",yes
204,DL,KS,Lloyd,Quality improvement initiatives to improve utilization of buprenorphine to treat opioid use disorder in the emergency department.,,2023,10.1007/s43678-023-00508-z,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,DL,KS,Turner,EMERGENCY DEPARTMENT USAGE PATTERNS FOLLOWING IMPLEMENTATION OF A MEDICATION ASSISTED THERAPY PROGRAM FOR OPIOID USE DISORDER.,,2023,10.1177/10815589221142328,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,DL,KS,Infante,Implementation of a Pharmacist-driven Opioid Use Disorder Medication Assisted Recpvery (OUD MAR) Inpatient Consult Service.,,2022,10.1002/jac5.1732,database 2,no,wrong study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,DL,KS,D'Amico,Which patients receive an addiction consult? A preliminary analysis of the inreach (inpatient readmis-sion post-addiction consult help) study.,,2019,10.1016/j.jsat.2019.08.013,database 2,no,no relevant outcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,DL,KS,Oreper,A Focused Screening and Clinical Intervention with Streamlined Outpatient Linkage for Hospitalized Patients with Opioid Use Disorder Experiencing Homelessness.,,2023,10.1177/11782218231166382,database 2,no,no relevant outcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,DL,KS,Tran,The substance use intervention team: A hospital-based intervention and outpatient clinic to improve care for patients with substance use disorders.,,2021,10.1093/ajhp/zxaa408,database 2,yes,include,yes,yes,yes,quantitative descriptive,yes,yes,yes,yes,yes,yes,Descriptive case series,United States,Illinois (assumed from author affiliations and funding),Midwest states,medical wards,Buprenorphine,2018,2018,2015-2019,"Measures to improve continuity after initiation of OAT in hospital (e.g. bridge prescriptions, partnerships with community OAT providers);Training and education in relation to OAT, including x-waiver training in the United States;Multidisciplinary patient review, in which professionals from different backgrounds make decisions or provide recommendations in relation to OAT;Electronic workflow that prompts staff to screen patients or supports other aspects of OAT;Providing advice about OAT to primary medical teams",addiction_consult,"Admitting nurses do a NIDA screen on all patients for risky drug and alcohol use, then social workers use AUDIT and DAST for those with positive NIDA results. Those with high risk of SUDs recieve a consult from the Substance Use Intervention Team (SUIT). This process is prompted by the EHR system. The SUIT may also be consulted by a primary medical team even for patients who initially screened negative. The SUIT team has a clinic with multidisciplinary team, operating 8.30am-4pm weekdays. The SUIT team initiates buprenorphine and links to community treatment services. Clinical teams received training on the SUIT.",Inpatients,,1400 received a brief intervention,unknown,None,"Number screened, number receiving brief intervention, number receving SUIT consultation, number receiving buprenorphine",case series,"During the first year of operation (2018), initial screening was performed during 30,992 of 35,541 hospital admissions (87.2%).  19% screen positive, 5% receive a brief intervention, 3% receive SUIT consult, and 1% receive buprenorphine.",yes
210,DL,KS,Thomas,Emergency department interventions for opioid use disorder: A synthesis of emerging models.,,2022,10.1016/j.jsat.2022.108837,database 2,no,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,DL,VH,Marcovitz,Effect of a Co-Located Bridging Recovery Initiative on Hospital Length of Stay Among Patients With Opioid Use Disorder: The BRIDGE Randomized Clinical Trial.,,2024,10.1001/jamanetworkopen.2023.56430,database 2,no,no relevant intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,DL,KS,McGuire,Emergency department-based peer support for opioid use disorder: Emergent functions and forms.,,2020,10.1016/j.jsat.2019.06.013,database 2,no,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,DL,VH,Eaton,An Integrated Hospital Protocol for Persons With Injection-Related Infections May Increase Medications for Opioid Use Disorder Use but Challenges Remain.,,2020,10.1093/infdis/jiaa005,database 2,yes,include,yes,yes,yes,quantitative non-randomised,yes,yes,yes,no,yes,no,"Comparion of inpatients who inject drugs and are admitted due to infections and get IV antibiotics, before and after introduction of the intervention was introduced (ie. does not control secular trends)",United States,Alabama,Southern states,medical wards,Methadone and buprenorphine,2016-2018,2016,2015-2019,"Measures to improve continuity after initiation of OAT in hospital (e.g. bridge prescriptions, partnerships with community OAT providers);Multidisciplinary patient review, in which professionals from different backgrounds make decisions or provide recommendations in relation to OAT;Providing advice about OAT to primary medical teams;Improving specialty-specific care for patients who are dependent on opioids",addiction_consult,Intravenous Antibiotic and Addiction Team (IVAT) is an interdisciplinary team including Addiction Medicine and Infectious Diseases physicians. IVAT makes joint decisions about the safety of discharge with IV antibiotics. The Addiction Medicine specialists make recommendations about MOUD during the inpatient stay and provides MOUD on discharge.,Inpatients who are admitted due to a bacterial infection and need IV antibiotics,Inpatients with a bacterial infection,135,Median 37 (IQR 30-42),Inpatients with bacterial infections before the introduction of the intervention,"Recommendations for OAT during the hospitalization, prescription of OAT on discharge",before vs. after,"The proportion of eligible persons prescribed MOUD increased significantly with IVAT: n = 9
(29%) pre-IVAT and n = 29 (37%) post-IVAT (P = .026).",yes
214,DL,VH,Weinstein,Inpatient addiction consultation and post-discharge 30-day acute care utilization.,,2020,10.1016/j.drugalcdep.2020.108081,database 2,no,no relevant intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,DL,VH,Watson,Evaluation of an emergency department-based opioid overdose survivor intervention: Difference-in-difference analysis of electronic health record data to assess key outcomes.,,2021,10.1016/j.drugalcdep.2021.108595,database 2,no,no relevant intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,DL,KS,Ehrhard,Addition of a clinical pharmacist practitioner to an inpatient addiction triage team and related medication outcomes,,2022,10.9740/mhc.2022.08.219,references 2,no,wrong population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,DL,KS,Jakubowski,Addiction Consult Service and Inpatient Outcomes Among Patients with OUD,,2024,10.1007/s11606-024-08837-0,references 2,yes,include,yes,yes,yes,quantitative non-randomised,yes,yes,yes,yes,yes,yes,"Before vs. after study, in which the before group is matched using propensity scores to adjust for potential patient-level confounders",United States,New York,Northeast states,medical wards,Methadone and buprenorphine,2021,2021,2020-2024,"Measures to improve continuity after initiation of OAT in hospital (e.g. bridge prescriptions, partnerships with community OAT providers); Peer support for patients who need OAT; Multidisciplinary patient review, in which professionals from different backgrounds make decisions or provide recommendations in relation to OAT;Providing advice about OAT to primary medical teams",addiction_consult,"An interprofessional hospital-based consult service that assists with withdrawal management, pharmacological treatment, harm reduction counseling, peer engagement, discharge planning, and linkage to outpatient care. The team includes an addiction medicine physician, an addiction medicine fellow, a peer advocate, and other medical trainees. The ACS counsels patients provides the primary team with recommendations for initiation and titration of MOUD.","Hospital patients with a primary or secondary opioid-related diagnosis, and no evidence of current OAT",,200,Mean 55.0 (sd 12.72),Patients with relevant diagnoses before implementation of the ACS,"Primary outcome was inpatient MOUD initiation. Secondary outcomes included discharge prescription for buprenorphine and linkage to post-discharge MOUD, patient-directed discharge, 30-day readmission, and 30-day post-discharge ED visit.",cohort study (with control group),"Participants in the ACS group were more likely to have inpatient MOUD initiation (OR 2.57 [CI 1.44�4.61]), as well as increased probability of discharge prescriptions of MOUD and linkage to outpatient MOUD.",yes
